Name,Sex,Age,Country,Sport,Year,Bronze Medal,Gold Medal,Silver Medal,Total Medal
Ivana Maksimovi-Anui,F,22,Serbia,Shooting,2012,0,0,1,1
Aleksandr Aleksandrovich Blinov,M,22,Russia,Shooting,2004,0,0,1,1
Yang Xia,F,22,China,Weightlifting,2000,0,1,0,1
David Jirka,M,22,Czech Republic,Rowing,2004,0,0,1,1
Aleksandr Igorevich Dyachenko,M,22,Russia,Canoeing,2012,0,1,0,1
"Jacob Joseph ""Jake"" Arrieta",M,22,United States,Baseball,2008,1,0,0,1
"Nikolaos ""Nikos"" Skiathitis",M,22,Greece,Rowing,2004,1,0,0,1
Jacinta Van Lint,F,22,Australia,Swimming,2000,0,0,1,1
Nikita Gennadyevich Katsalapov,M,22,Russia-1,Figure Skating,2014,1,0,0,1
Darius Songaila,M,22,Lithuania,Basketball,2000,1,0,0,1
Hedvig Lrke Berg Rasmussen,F,22,Denmark,Rowing,2016,1,0,0,1
Yevgeniya Olegovna Kanayeva,F,22,Russia,Rhythmic Gymnastics,2012,0,1,0,1
Yevgeniya Nikolayevna Kolodko,F,22,Russia,Athletics,2012,0,0,1,1
Yelyzaveta Viktorivna Bryzhina,F,22,Ukraine,Athletics,2012,1,0,0,1
Isaquias Queiroz dos Santos,M,22,Brazil,Canoeing,2016,1,0,2,3
Yelena Vladimirovna Slesarenko (Sivushenko-),F,22,Russia,Athletics,2004,0,1,0,1
Yelena Vladimirovna Prokhorova,F,22,Russia,Athletics,2000,0,0,1,1
Alberto Gilardino,M,22,Italy,Football,2004,1,0,0,1
Irina Vladimirovna Pomelova,F,22,Belarus,Canoeing,2012,1,0,0,1
Irina Vladimirovna Pershina,F,22,Russia,Synchronized Swimming,2000,0,1,0,1
Irina Viktorovna Chashchina,F,22,Russia,Rhythmic Gymnastics,2004,0,0,1,1
Yevgeny Vladimirovich Kuznetsov,M,22,Russia,Diving,2012,0,0,1,1
Nikki Lee Serlenga,F,22,United States,Football,2000,0,0,1,1
Yelena Vasilyevna Vasilevskaya,F,22,Russia,Volleyball,2000,0,0,1,1
Yasnier Toledo Lpez,M,22,Cuba,Boxing,2012,1,0,0,1
Hctor Miguel Herrera Lpez,M,22,Mexico,Football,2012,0,1,0,1
Yekaterina Alekseyevna Larionova,F,22,Kazakhstan,Wrestling,2016,1,0,0,1
Israel Sabdi Jimnez Naez,M,22,Mexico,Football,2012,0,1,0,1
He Hanbin,M,22,China-1,Badminton,2008,1,0,0,1
Yekaterina Sergeyevna Andryushina,F,22,Russia,Handball,2008,0,0,1,1
Yekaterina Sergeyevna Ilyukhina,F,22,Russia,Snowboarding,2010,0,0,1,1
Yelena Aleksandrovna Posevina,F,22,Russia,Rhythmic Gymnastics,2008,0,1,0,1
Yelena Gennadyevna Prokofyeva,F,22,Russia,Synchronized Swimming,2016,0,1,0,1
"Yelena Mikhaylovna ""Lena"" Godina",F,22,Russia,Volleyball,2000,0,0,1,1
Ale Hemsk,M,22,Czech Republic,Ice Hockey,2006,1,0,0,1
Aleksey Petrovich Bondarenko,M,22,Russia,Gymnastics,2000,1,0,1,2
William Dexter Fowler,M,22,United States,Baseball,2008,1,0,0,1
Aleksey Mikhaylovich Frosin,M,22,Russia,Fencing,2000,0,1,0,1
Aleksey Alekseyevich Denisenko,M,22,Russia,Taekwondo,2016,0,0,1,1
Aleksey Aleksandrovich Ostapenko,M,22,Russia,Volleyball,2008,1,0,0,1
David Morgan,M,22,Australia,Swimming,2016,1,0,0,1
Hansle George Parchment,M,22,Jamaica,Athletics,2012,1,0,0,1
William Troost-Ekong,M,22,Nigeria,Football,2016,1,0,0,1
Aleksandr Valeryevich Gorbatikov,M,22,Russia,Handball,2004,1,0,0,1
Jakov Fak,M,22,Croatia,Biathlon,2010,1,0,0,1
Jake Packard,M,22,Australia,Swimming,2016,1,0,0,1
James Leighman Williams,M,22,United States,Fencing,2008,0,0,1,1
Nikolay Igorevich Olyunin,M,22,Russia,Snowboarding,2014,0,0,1,1
James Frederick DeGale,M,22,Great Britain,Boxing,2008,0,1,0,1
Aleksandr Vladimirovich Denisyev,M,22,Russia,Luge,2014,0,0,1,1
"James Edward Harden, Jr.",M,22,United States,Basketball,2012,0,1,0,1
Zheng Lihui,M,22,China,Gymnastics,2000,0,1,0,1
Zhu Yingwen,F,22,China,Swimming,2004,0,0,1,1
Zhou Yang,F,22,China,Short Track Speed Skating,2014,0,1,0,1
Ni Hong,F,22,China,Fencing,2008,0,0,1,1
Zheng Shuyin,F,22,China,Taekwondo,2016,0,1,0,1
Zhazira Abdrakhmanovna Zhapparkul,F,22,Kazakhstan,Weightlifting,2016,0,0,1,1
Heidi Weng,F,22,Norway,CrossCountry Skiing,2014,1,0,0,1
Zersenay Tadesse Habtesilase,M,22,Eritrea,Athletics,2004,1,0,0,1
Iefke van Belkum,F,22,Netherlands,Water Polo,2008,0,1,0,1
Agata Ewa Wrbel,F,22,Poland,Weightlifting,2004,1,0,0,1
Zeng Zhen,F,22,China,Synchronized Swimming,2016,0,0,1,1
Zhang Ping,F,22,China,Volleyball,2004,0,1,0,1
Nicholas Presciutti,M,22,Italy,Water Polo,2016,1,0,0,1
Hiram Ricardo Mier Alans,M,22,Mexico,Football,2012,0,1,0,1
Hiroshi Izumi,M,22,Japan,Judo,2004,0,0,1,1
"Abigail Louise ""Abby"" Johnston",F,22,United States,Diving,2012,0,0,1,1
scar Alfredo Ustari,M,22,Argentina,Football,2008,0,1,0,1
Aaron Nguimbat,M,22,Cameroon,Football,2000,0,1,0,1
Huang Sui,F,22,China,Badminton,2004,0,0,1,1
Huang Haiyang,F,22,China,Fencing,2008,0,0,1,1
Hossein Tavakoli,M,22,Iran,Weightlifting,2000,0,1,0,1
Herdis Birgitte Sttem (-Jomaas),F,22,Norway,Handball,2000,1,0,0,1
Adam Khamidovich Saytiyev,M,22,Russia,Wrestling,2000,0,1,0,1
Yuki Kobori,M,22,Japan,Swimming,2016,1,0,0,1
Yu Yang,F,22,China-1,Badminton,2008,1,1,0,2
Yukiko Ebata,F,22,Japan,Volleyball,2012,1,0,0,1
Yuliya Igorevna Chermoshanskaya,F,22,Russia,Athletics,2008,0,1,0,1
Yuliya Olegovna Vasilyeva,F,22,Russia,Synchronized Swimming,2000,0,1,0,1
Yun Seok-Yeong,M,22,South Korea,Football,2012,1,0,0,1
Albert Luque Martos,M,22,Spain,Football,2000,0,0,1,1
Navina Omilade (-Keller),F,22,Germany,Football,2004,1,0,0,1
Irina Alekseyevna Simagina (-Meleshina),F,22,Russia,Athletics,2004,0,0,1,1
Iridia Salazar Blanco,F,22,Mexico,Taekwondo,2004,1,0,0,1
Yoko Isoda,F,22,Japan,Synchronized Swimming,2000,0,0,1,1
Yoon Suk-Min,M,22,South Korea,Baseball,2008,0,1,0,1
Yordenis Ugs Hernndez,M,22,Cuba,Boxing,2008,1,0,0,1
Yuriorkis Gamboa Toledano,M,22,Cuba,Boxing,2004,0,1,0,1
Igors Vihrovs,M,22,Latvia,Gymnastics,2000,0,1,0,1
Yvette Higgins,F,22,Australia,Water Polo,2000,0,1,0,1
Iivo Henrik Niskanen,M,22,Finland,CrossCountry Skiing,2014,0,1,0,1
Darvin Francisco Chvez Ramrez,M,22,Mexico,Football,2012,0,1,0,1
Ai Shibata,F,22,Japan,Swimming,2004,0,1,0,1
Imoh Ezekiel,M,22,Nigeria,Football,2016,1,0,0,1
Nidzhat Aliyevich Rakhimov,M,22,Kazakhstan,Weightlifting,2016,0,1,0,1
Im Jong-Cheon,M,22,South Korea,Hockey,2000,0,0,1,1
Im Jeong-U,M,22,South Korea,Hockey,2000,0,0,1,1
Nicols Rubn Medina,M,22,Argentina,Football,2004,0,1,0,1
"Ilson Pereira ""Ilsinho"" Dias Jnior",M,22,Brazil,Football,2008,1,0,0,1
"Ilisaine Karen ""Zaine"" David",F,22,Brazil,Basketball,2000,1,0,0,1
Nicole Reinhardt,F,22,Germany,Canoeing,2008,0,1,0,1
Alex Izykowski,M,22,United States,Short Track Speed Skating,2006,1,0,0,1
Valeriy Valeriyovych Pereshkura,M,22,Ukraine,Gymnastics,2000,0,0,1,1
Valeria Claudia Splty,F,22,Switzerland,Curling,2006,0,0,1,1
John Smith,M,22,South Africa,Rowing,2012,0,1,0,1
Andrea Arlene Anderson (-Bolder),F,22,United States,Athletics,2000,0,1,0,1
Giulia Steingruber,F,22,Switzerland,Gymnastics,2016,1,0,0,1
Vadims Vasievskis,M,22,Latvia,Athletics,2004,0,0,1,1
Vala R. Flosadttir,F,22,Iceland,Athletics,2000,1,0,0,1
Jonathan Alan Horton,M,22,United States,Gymnastics,2008,1,0,1,2
Daniel Becke,M,22,Germany,Cycling,2000,0,1,0,1
Valentin Verga,M,22,Netherlands,Hockey,2012,0,0,1,1
Jol Dieudonn Martin Epalle Newaka,M,22,Cameroon,Football,2000,0,1,0,1
Andrea Fondelli,M,22,Italy,Water Polo,2016,1,0,0,1
Vanessa de Sousa Fernandes,F,22,Portugal,Triathlon,2008,0,0,1,1
Anastasiya Ilyinichna Bliznyuk,F,22,Russia,Rhythmic Gymnastics,2016,0,1,0,1
Venla Hovi,F,22,Finland,Ice Hockey,2010,1,0,0,1
Anastasiya Valerivna Borodina,F,22,Ukraine,Handball,2004,1,0,0,1
Anastasiya Valeryevna Zuyeva-Fesikova,F,22,Russia,Swimming,2012,0,0,1,1
Velichko Cholakov,M,22,Bulgaria,Weightlifting,2004,1,0,0,1
Anastasiya Yuryevna Pozdnyakova,F,22,Russia,Diving,2008,0,0,1,1
An Ba-Ul,M,22,South Korea,Judo,2016,0,0,1,1
Amy Yuen-Yee Chow (-Ho),F,22,United States,Gymnastics,2000,1,0,0,1
Johannes Rydzek,M,22,Germany,Nordic Combined,2014,0,0,1,1
Glory Alozie Oluchi,F,22,Nigeria,Athletics,2000,0,0,1,1
Andrew Rock,M,22,United States,Athletics,2004,0,1,0,1
Andrey Sergeyevich Kravchenko,M,22,Belarus,Athletics,2008,0,0,1,1
"Daniel ""Dan"" Ketchum",M,22,United States,Swimming,2004,0,1,0,1
Germn Daro Lux,M,22,Argentina,Football,2004,0,1,0,1
Tone Wieten,M,22,Netherlands,Rowing,2016,1,0,0,1
Andriy Mykolaiovych Kotelnyk,M,22,Ukraine,Boxing,2000,0,0,1,1
Jouan Patrice Abanda Etong,M,22,Cameroon,Football,2000,0,1,0,1
Dejen Gebremeskel,M,22,Ethiopia,Athletics,2012,0,0,1,1
Josua Tuisova Ratulevu,M,22,Fiji,Rugby Sevens,2016,0,1,0,1
Joss Christensen,M,22,United States,Freestyle Skiing,2014,0,1,0,1
Georgy Vazhayevich Ketoyev,M,22,Russia,Wrestling,2008,1,0,0,1
O Jae-Seok,M,22,South Korea,Football,2012,1,0,0,1
Delfina Merino,F,22,Argentina,Hockey,2012,0,0,1,1
Gezahgne Abera,M,22,Ethiopia,Athletics,2000,0,1,0,1
Jos Carlos Cracco Neto,M,22,Brazil,Football,2016,0,1,0,1
Andreas Oliver Nilsson,M,22,Sweden,Handball,2012,0,0,1,1
Gillian Carleton,F,22,Canada,Cycling,2012,1,0,0,1
Usman Edu Muhammed,M,22,Nigeria,Football,2016,1,0,0,1
Jordi Ferrn Forn,M,22,Spain,Football,2000,0,0,1,1
Tsvetelina Biserova Naydenova,F,22,Bulgaria,Rhythmic Gymnastics,2016,1,0,0,1
Tyla Nathan-Wong,F,22,New Zealand,Rugby Sevens,2016,0,0,1,1
Giandomenico Mesto,M,22,Italy,Football,2004,1,0,0,1
"Andretti ""Dretti"" Bain",M,22,Bahamas,Athletics,2008,0,0,1,1
Jos ngel Csar Delgado,M,22,Cuba,Athletics,2000,1,0,0,1
Udomporn Polsak,F,22,Thailand,Weightlifting,2004,0,1,0,1
Alexis Rodrguez Valera,M,22,Cuba,Wrestling,2000,1,0,0,1
Alexis Pinturault,M,22,France,Alpine Skiing,2014,1,0,0,1
Alexei Ramrez Rodrguez,M,22,Cuba,Baseball,2004,0,1,0,1
Jeneba Sylvia Tarmoh,F,22,United States,Athletics,2012,0,1,0,1
Jenny Rissveds,F,22,Sweden,Cycling,2016,0,1,0,1
Naser Al Shami,M,22,Syria,Boxing,2004,1,0,0,1
Nils Schumann,M,22,Germany,Athletics,2000,0,1,0,1
David Tengizovich Saldadze,M,22,Ukraine,Wrestling,2000,0,0,1,1
Vladislav Nikolayevich Antonov,M,22,Russia,Luge,2014,0,0,1,1
Jenni Hiirikoski,F,22,Finland,Ice Hockey,2010,1,0,0,1
Alexander Chen Massialas,M,22,United States,Fencing,2016,1,0,1,2
Han Xiaopeng,M,22,China,Freestyle Skiing,2006,0,1,0,1
Wang Shun,M,22,China,Swimming,2016,1,0,0,1
Warren Antonio Weir,M,22,Jamaica,Athletics,2012,1,0,0,1
"Alexander ""Alex"" Edmondson",M,22,Australia,Cycling,2016,0,0,1,1
Hannah Davis,F,22,Australia,Canoeing,2008,1,0,0,1
Hannah Stockbauer,F,22,Germany,Swimming,2004,1,0,0,1
Javier Ignacio Aquino Carmona,M,22,Mexico,Football,2012,0,1,0,1
Javier Pedro Saviola Fernndez,M,22,Argentina,Football,2004,0,1,0,1
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22,Brazil,Football,2012,0,0,1,1
Jean-Christophe Bette,M,22,France,Rowing,2000,0,1,0,1
Hagos Gebrhiwet Berhe,M,22,Ethiopia,Athletics,2016,1,0,0,1
Walter Dix,M,22,United States,Athletics,2008,2,0,0,2
"Alexandra Rose ""Aly"" Raisman",F,22,United States,Gymnastics,2016,0,1,2,3
Hamide Bkn (-Tosun),F,22,Turkey,Taekwondo,2000,1,0,0,1
Alexander Weber (-Achten),M,22,Germany,Fencing,2000,1,0,0,1
"Alexander Vladimirovich ""Sasha"" Artemev",M,22,United States,Gymnastics,2008,1,0,0,1
Jeon Da-Hye,F,22,South Korea,Short Track Speed Skating,2006,0,1,0,1
"Viktoriya Fyodorovna ""Vika"" Azarenko",F,22,Belarus,Tennis,2012,1,1,0,2
Daniel N'Dene Bekono,M,22,Cameroon,Football,2000,0,1,0,1
Joan Capdevila Mndez,M,22,Spain,Football,2000,0,0,1,1
"Joachim Hermanus Jacobus ""Jochem"" Verberne",M,22,Netherlands,Rowing,2000,0,0,1,1
Naho Emoto,F,22,Japan,Softball,2008,0,1,0,1
No Hernndez Valentn,M,22,Mexico,Athletics,2000,0,0,1,1
Vijender Kumar Singh,M,22,India,Boxing,2008,1,0,0,1
Viktor Axelsen,M,22,Denmark,Badminton,2016,1,0,0,1
Ambruse Vanzekin,M,22,Nigeria,Football,2008,0,0,1,1
Davide Rummolo,M,22,Italy,Swimming,2000,1,0,0,1
Amanda Ray Beard (-Brown),F,22,United States,Swimming,2004,0,1,2,3
Amanda Kessel,F,22,United States,Ice Hockey,2014,0,0,1,1
Ali Reza Dabir,M,22,Iran,Wrestling,2000,0,1,0,1
Ali Sadi-Sief,M,22,Algeria,Athletics,2000,0,0,1,1
Jess Mara Lacruz Gmez,M,22,Spain,Football,2000,0,0,1,1
Alice Mary Mills (-Tait),F,22,Australia,Swimming,2008,1,0,0,1
Guo Dan,F,22,China,Archery,2008,0,0,1,1
"Jessica Esther ""Jess"" Fox",F,22,Australia,Canoeing,2016,1,0,0,1
Vladimir Ch'ant'uria,M,22,Georgia,Boxing,2000,1,0,0,1
Ali Ezzine,M,22,Morocco,Athletics,2000,1,0,0,1
Jermain Lee Taylor,M,22,United States,Boxing,2000,1,0,0,1
Nanna Kristina Jansson,F,22,Sweden,Ice Hockey,2006,0,0,1,1
Alfredo Despaigne Rodrguez,M,22,Cuba,Baseball,2008,0,0,1,1
Jeong U-Yeong,M,22,South Korea,Football,2012,1,0,0,1
Jeong Bu-Gyeong,M,22,South Korea,Judo,2000,0,0,1,1
Jin Ziwei,F,22,China,Rowing,2008,0,1,0,1
Vitali Tajbert,M,22,Germany,Boxing,2004,1,0,0,1
Jia Zongyang,M,22,China,Freestyle Skiing,2014,1,0,0,1
Ji Xinpeng,M,22,China,Badminton,2000,0,1,0,1
"Guillermo Gustavo ""Willy"" Hernangmez Geuer",M,22,Spain,Basketball,2016,1,0,0,1
Aline Pellegrino,F,22,Brazil,Football,2004,0,0,1,1
Alina Arturovna Tumilovich,F,22,Belarus,Rhythmic Gymnastics,2012,0,0,1,1
Caroline Stillwell Burckle,F,22,United States,Swimming,2008,1,0,0,1
Emilie Louise O'Konor,F,22,Sweden,Ice Hockey,2006,0,0,1,1
Chase Tyler Kalisz,M,22,United States,Swimming,2016,0,0,1,1
Emilie Hegh Arntzen,F,22,Norway,Handball,2016,1,0,0,1
Paul O'Donovan,M,22,Ireland,Rowing,2016,0,0,1,1
Melodie Daoust,F,22,Canada,Ice Hockey,2014,0,1,0,1
Marlen Esparza Puentes,F,22,United States,Boxing,2012,1,0,0,1
Paul Kipsiele Koech,M,22,Kenya,Athletics,2004,1,0,0,1
Cheick Sallah Ciss Junior,M,22,Cote d'Ivoire,Taekwondo,2016,0,1,0,1
Camille-Marie Manuella Muffat,F,22,France,Swimming,2012,1,1,1,3
Christa Lee Williams,F,22,United States,Softball,2000,0,1,0,1
Pierre Houin,M,22,France,Rowing,2016,0,1,0,1
Melanie Leupolz,F,22,Germany,Football,2016,0,1,0,1
Marie Prouvensier,F,22,France,Handball,2016,0,0,1,1
Ejegayehu Dibaba Keneni,F,22,Ethiopia,Athletics,2004,0,0,1,1
Reinaldo Marcelino Navia Amador,M,22,Chile,Football,2000,1,0,0,1
Eamon Wade Sullivan,M,22,Australia,Swimming,2008,1,0,2,3
Marie-Philip Poulin,F,22,Canada,Ice Hockey,2014,0,1,0,1
Christine Marie Magnuson,F,22,United States,Swimming,2008,0,0,2,2
Park Tae-Hwan,M,22,South Korea,Swimming,2012,0,0,2,2
Majda Mehmedovi,F,22,Montenegro,Handball,2012,0,0,1,1
Marta Lpez Herrero,F,22,Spain,Handball,2012,1,0,0,1
Ramnas ikauskas,M,22,Lithuania,Basketball,2000,1,0,0,1
"Charlotte Willemijn ""Lotte"" van Beek",F,22,Netherlands,Speed Skating,2014,1,1,0,2
Marta Vieira da Silva,F,22,Brazil,Football,2008,0,0,1,1
Ral Tamudo Montero,M,22,Spain,Football,2000,0,0,1,1
Marina Ivanovna Volnova,F,22,Kazakhstan,Boxing,2012,1,0,0,1
Chantal Jean Van Landeghem,F,22,Canada,Swimming,2016,1,0,0,1
Choe Hyo-Sim,F,22,North Korea,Weightlifting,2016,0,0,1,1
Marina Sergeyevna Goncharova,F,22,Belarus,Rhythmic Gymnastics,2012,0,0,1,1
Chandra Crawford,F,22,Canada,CrossCountry Skiing,2006,0,1,0,1
Dominique Simone Bosshart,F,22,Canada,Taekwondo,2000,1,0,0,1
Ren Hui,F,22,China,Speed Skating,2006,1,0,0,1
Marek Jiras,M,22,Czech Republic-1,Canoeing,2000,1,0,0,1
Micah Kemboi Kogo,M,22,Kenya,Athletics,2008,1,0,0,1
Dwight David Howard,M,22,United States,Basketball,2008,0,1,0,1
Emilio Correa Bayeaux,M,22,Cuba,Boxing,2008,0,0,1,1
Chen Jin,M,22,China,Badminton,2008,1,0,0,1
Choi In-Jeong,F,22,South Korea,Fencing,2012,0,0,1,1
Chelsea Blaine Stewart,F,22,Canada,Football,2012,1,0,0,1
Edvaldo Valrio da Silva Filho,M,22,Brazil,Swimming,2000,1,0,0,1
Marina Ivanovna Shkermankova,F,22,Belarus,Weightlifting,2012,1,0,0,1
Pablo Andrs Contreras Fica,M,22,Chile,Football,2000,1,0,0,1
Charle Cournoyer,M,22,Canada,Short Track Speed Skating,2014,1,0,0,1
Pablo Herrera Allepuz,M,22,Spain,Beach Volleyball,2004,0,0,1,1
Diyorbek Urozboyev,M,22,Uzbekistan,Judo,2016,1,0,0,1
Markus Antonius Rogan,M,22,Austria,Swimming,2004,0,0,2,2
Dinara Mubinovna Safina,F,22,Russia,Tennis,2008,0,0,1,1
Dmitry Grigoryevich Khvostov,M,22,Russia,Basketball,2012,1,0,0,1
Maria Linda Larsson,F,22,Sweden,Ice Hockey,2002,1,0,0,1
Regan Dean Harrison,M,22,Australia,Swimming,2000,0,0,1,1
Maria Verschoor,F,22,Netherlands,Hockey,2016,0,0,1,1
"Philip Joseph ""Phil"" Kessel, Jr.",M,22,United States,Ice Hockey,2010,0,0,1,1
Manuel Francisco Ibarra Valdes,M,22,Chile,Football,2000,1,0,0,1
Elvina Khaydaryanovna Karimova,F,22,Russia,Water Polo,2016,1,0,0,1
Marian Oprea,M,22,Romania,Athletics,2004,0,0,1,1
Martina Cavallero,F,22,Argentina,Hockey,2012,0,0,1,1
"Philippa Claire ""Pippa"" Wilson",F,22,Great Britain,Sailing,2008,0,1,0,1
Richard Weinberger,M,22,Canada,Swimming,2012,1,0,0,1
Pavlos Kontides,M,22,Cyprus,Sailing,2012,0,0,1,1
Philipp Max,M,22,Germany,Football,2016,0,0,1,1
Max Rendschmidt,M,22,Germany,Canoeing,2016,0,2,0,2
Carlos Alberto Ramrez Yepes,M,22,Colombia,Cycling,2016,1,0,0,1
Robbert Huib Kemperman,M,22,Netherlands,Hockey,2012,0,0,1,1
Douglas dos Santos Justino de Melo,M,22,Brazil,Football,2016,0,1,0,1
Rob Reckers,M,22,Netherlands,Hockey,2004,0,0,1,1
Maksim Sergeyevich Afinogenov,M,22,Russia,Ice Hockey,2002,1,0,0,1
Ro Masivesi Dakuwaqa,M,22,Fiji,Rugby Sevens,2016,0,1,0,1
"Christina Roslyng (-Christiansen, -Kirke)",F,22,Denmark,Handball,2000,0,1,0,1
Raphael Marcel Holzdeppe,M,22,Germany,Athletics,2012,1,0,0,1
Cameron McEvoy,M,22,Australia,Swimming,2016,2,0,0,2
Reidun Tatham,F,22,Canada,Synchronized Swimming,2000,1,0,0,1
Makoto Okiguchi,M,22,Japan,Gymnastics,2008,0,0,1,1
Camelia Alina Potec,F,22,Romania,Swimming,2004,0,1,0,1
Robeisy Eloy Ramrez Carrazana,M,22,Cuba,Boxing,2016,0,1,0,1
Paula Klamburg Roque,F,22,Spain,Synchronized Swimming,2012,1,0,0,1
"Paulo Henrique ""Ganso"" Chagas de Lima",M,22,Brazil,Football,2012,0,0,1,1
Duan Mandi,M,22,Serbia,Water Polo,2016,0,1,0,1
Risako Mitsui,F,22,Japan,Synchronized Swimming,2016,2,0,0,2
Risa Shinnabe,F,22,Japan,Volleyball,2012,1,0,0,1
Mara Beln Succi,F,22,Argentina,Hockey,2008,1,0,0,1
Marianne Rokne,F,22,Norway,Handball,2000,1,0,0,1
Maria Johanna Sjberg,F,22,Sweden,Swimming,2000,1,0,0,1
Mandy Haase,F,22,Germany,Hockey,2004,0,1,0,1
Mauricio Javier Rojas Toro,M,22,Chile,Football,2000,1,0,0,1
Maurine Dorneles Gonalves,F,22,Brazil,Football,2008,0,0,1,1
Raquel Peluci Xavier da Silva,F,22,Brazil,Volleyball,2000,1,0,0,1
Petrissa Solja,F,22,Germany,Table Tennis,2016,0,0,1,1
Megan Bozek,F,22,United States,Ice Hockey,2014,0,0,1,1
Osvaldo Javier Daz Gimnez,M,22,Paraguay,Football,2004,0,0,1,1
Carlos Puyol Saforcada,M,22,Spain,Football,2000,0,0,1,1
Malia Metella,F,22,France,Swimming,2004,0,0,1,1
Pauline Louisa Hammarlund,F,22,Sweden,Football,2016,0,0,1,1
Emily Susan Silver,F,22,United States,Swimming,2008,0,0,1,1
Chinedu Obasi Ogbuke,M,22,Nigeria,Football,2008,0,0,1,1
Rafael Andrs Olarra Guerrero,M,22,Chile,Football,2000,1,0,0,1
Primo Peterka,M,22,Slovenia,Ski Jumping,2002,1,0,0,1
"Renata Aparacida ""Kki"" da Costa",F,22,Brazil,Football,2008,0,0,1,1
Elis Ligtlee,F,22,Netherlands,Cycling,2016,0,1,0,1
Casper Jrgensen,M,22,Denmark,Cycling,2008,0,0,1,1
Elise Maree Rechichi,F,22,Australia,Sailing,2008,0,1,0,1
Michael Rsch,M,22,Germany,Biathlon,2006,0,1,0,1
Michael Haybck,M,22,Austria,Ski Jumping,2014,0,0,1,1
Ren Ye,F,22,China,Hockey,2008,0,0,1,1
"Matthew ""Matt"" Gohdes",M,22,Australia,Hockey,2012,1,0,0,1
Michael Brent Abernathy,M,22,United States,Baseball,2000,0,1,0,1
Emma McKeon,F,22,Australia,Swimming,2016,1,1,2,4
Peter Douglas Dawson,M,22,Australia,Cycling,2004,0,1,0,1
"Otis Harris, Jr.",M,22,United States,Athletics,2004,0,1,1,2
Mariya Vasilyevna Abakumova (-Tarabina),F,22,Russia,Athletics,2008,0,0,1,1
Rafael Pereira da Silva,M,22,Brazil,Football,2012,0,0,1,1
Enik Barabs-Mironcic,F,22,Romania,Rowing,2008,1,0,0,1
Enee Enefiok Udo-Obong,M,22,Nigeria,Athletics,2004,1,0,0,1
Dmitry Olegovich Larionov,M,22,Russia,Canoeing,2008,1,0,0,1
Michael Frk Christensen,M,22,Denmark,Cycling,2008,0,0,1,1
"Robert Michael ""Bobby"" Seay",M,22,United States,Baseball,2000,0,1,0,1
"Marcos ""Marquinhos"" Aos Corra",M,22,Brazil,Football,2016,0,1,0,1
Peter Chambers,M,22,Great Britain,Rowing,2012,0,0,1,1
Emmanuel Shinkut Daniel,M,22,Nigeria,Football,2016,1,0,0,1
Carina Vogt,F,22,Germany,Ski Jumping,2014,0,1,0,1
Marcus Becker,M,22,Germany-1,Canoeing,2004,0,0,1,1
Emmanuel Stockbroekx,M,22,Belgium,Hockey,2016,0,0,1,1
"Catherine Anne ""Cat"" Reddick (-Whitehill)",F,22,United States,Football,2004,0,1,0,1
Cheslin Kolbe,M,22,South Africa,Rugby Sevens,2016,1,0,0,1
"Magdalena ""Magda"" Eriksson",F,22,Sweden,Football,2016,0,0,1,1
"Maritza ""Ritz"" Correia (-McClendon)",F,22,United States,Swimming,2004,0,0,1,1
Pernille Blume,F,22,Denmark,Swimming,2016,1,1,0,2
"Robert Shane ""Bobby"" Ryan (Stevenson-)",M,22,United States,Ice Hockey,2010,0,0,1,1
Claudia Heill,F,22,Austria,Judo,2004,0,0,1,1
Brianne Lea McLaughlin,F,22,United States,Ice Hockey,2010,0,0,1,1
Mardy Simpson Fish,M,22,United States,Tennis,2004,0,0,1,1
Bronte Campbell,F,22,Australia,Swimming,2016,0,1,0,1
Patrick Suffo Kengn,M,22,Cameroon,Football,2000,0,1,0,1
Rachel Fattal,F,22,United States,Water Polo,2016,0,1,0,1
Catherine Garceau,F,22,Canada,Synchronized Swimming,2000,1,0,0,1
Lyudmila Andreyevna Yezhova-Grebenkova,F,22,Russia,Gymnastics,2004,1,0,0,1
Christopher Rhr,M,22,Germany,Hockey,2016,1,0,0,1
Marco Fichera,M,22,Italy,Fencing,2016,0,0,1,1
Michael Allen Oswald Bingham,M,22,Great Britain,Athletics,2008,1,0,0,1
Marcel Hhlig,M,22,Germany,Nordic Combined,2002,0,0,1,1
Marina Vladimirovna Shainova,F,22,Russia,Weightlifting,2008,0,0,1,1
Brianne Alexandra Jenner,F,22,Canada,Ice Hockey,2014,0,1,0,1
"Michael ""Mike"" Hixon",M,22,United States,Diving,2016,0,0,1,1
Chlo Dufour-Lapointe,F,22,Canada,Freestyle Skiing,2014,0,0,1,1
Marinus Kraus,M,22,Germany,Ski Jumping,2014,0,1,0,1
Matthias Lukas Ginter,M,22,Germany,Football,2016,0,0,1,1
Brittany MacLean,F,22,Canada,Swimming,2016,1,0,0,1
"Madison ""Madi"" Wilson",F,22,Australia,Swimming,2016,0,1,1,2
Brittany Joyce Elmslie,F,22,Australia,Swimming,2016,0,1,1,2
Clarence Adam Vinson,M,22,United States,Boxing,2000,1,0,0,1
Edwin Cheruiyot Soi,M,22,Kenya,Athletics,2008,1,0,0,1
Asaad Said Saif,M,21,Qatar,Weightlifting,2000,1,0,0,1
